customer_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,segment
CUST_00585,129,4,483.63,3,3,2,8,Loyal
CUST_00586,605,1,47.81,1,1,1,3,Lost
CUST_00587,249,2,110.12,2,2,1,5,At Risk
CUST_00588,102,3,1247.7600000000002,4,2,4,10,Champions
CUST_00589,271,2,480.05,2,2,2,6,Potential
CUST_00590,117,2,266.40000000000003,4,2,2,8,Loyal
CUST_00592,199,6,871.23,3,3,3,9,Loyal
CUST_00594,905,1,396.45,1,1,2,4,At Risk
CUST_00595,69,9,2411.25,4,4,4,12,Champions
CUST_00596,638,1,24.29,1,1,1,3,Lost
CUST_00597,663,3,435.22999999999996,1,2,2,5,At Risk
CUST_00599,119,1,79.98,3,1,1,5,At Risk
CUST_00600,936,1,430.22,1,1,2,4,At Risk
CUST_00601,363,2,139.08,2,2,1,5,At Risk
CUST_00602,487,1,150.76,2,1,1,4,At Risk
CUST_00603,200,2,433.13,3,2,2,7,Potential
CUST_00606,1031,1,33.77,1,1,1,3,Lost
CUST_00607,221,2,395.98,3,2,2,7,Potential
CUST_00608,512,1,65.82,1,1,1,3,Lost
CUST_00609,162,6,892.48,3,3,3,9,Loyal
CUST_00610,66,3,464.71999999999997,4,2,2,8,Loyal
CUST_00611,301,2,253.4,2,2,2,6,Potential
CUST_00612,518,1,56.29,1,1,1,3,Lost
CUST_00613,150,3,800.51,3,2,3,8,Loyal
CUST_00614,146,1,43.68,3,1,1,5,At Risk
CUST_00615,88,9,1160.43,4,4,3,11,Champions
CUST_00616,315,8,1591.18,2,4,4,10,Champions
CUST_00618,73,1,266.38,4,1,2,7,Potential
CUST_00619,217,8,1524.8899999999999,3,4,4,11,Champions
CUST_00620,129,5,502.07,3,3,2,8,Loyal
CUST_00622,284,1,141.09,2,1,1,4,At Risk
CUST_00623,95,1,130.56,4,1,1,6,Potential
CUST_00624,74,6,1370.16,4,3,4,11,Champions
CUST_00625,241,5,941.22,2,3,3,8,Loyal
CUST_00626,516,1,72.24,1,1,1,3,Lost
CUST_00627,464,3,430.0,2,2,2,6,Potential
CUST_00628,500,2,302.05,2,2,2,6,Potential
CUST_00629,246,1,39.89,2,1,1,4,At Risk
CUST_00630,864,2,220.33,1,2,2,5,At Risk
CUST_00631,197,2,323.53000000000003,3,2,2,7,Potential
CUST_00632,78,11,2501.2200000000003,4,4,4,12,Champions
CUST_00633,1016,2,163.29999999999998,1,2,1,4,At Risk
CUST_00634,259,4,898.37,2,3,3,8,Loyal
CUST_00635,707,2,148.45999999999998,1,2,1,4,At Risk
CUST_00636,4,4,318.35,4,3,2,9,Loyal
CUST_00637,113,7,1115.83,4,4,3,11,Champions
CUST_00639,574,1,543.27,1,1,3,5,At Risk
CUST_00640,232,2,631.27,2,2,3,7,Potential
CUST_00641,728,1,353.08,1,1,2,4,At Risk
CUST_00642,596,2,160.1,1,2,1,4,At Risk
CUST_00645,904,1,63.41,1,1,1,3,Lost
CUST_00646,162,11,648.29,3,4,3,10,Champions
CUST_00647,186,5,1935.0,3,3,4,10,Champions
CUST_00648,215,5,378.37,3,3,2,8,Loyal
CUST_00649,336,2,1387.6200000000001,2,2,4,8,Loyal
CUST_00650,437,1,799.05,2,1,3,6,Potential
CUST_00651,298,3,901.8199999999999,2,2,3,7,Potential
CUST_00652,282,4,585.53,2,3,3,8,Loyal
CUST_00653,119,3,297.69,3,2,2,7,Potential
CUST_00654,806,3,1033.84,1,2,3,6,Potential
CUST_00656,236,1,360.72,2,1,2,5,At Risk
CUST_00657,266,2,424.95000000000005,2,2,2,6,Potential
CUST_00659,101,6,335.92,4,3,2,9,Loyal
CUST_00660,95,3,293.92,4,2,2,8,Loyal
CUST_00662,159,11,1526.81,3,4,4,11,Champions
CUST_00663,81,4,556.88,4,3,3,10,Champions
CUST_00664,317,2,1364.2800000000002,2,2,4,8,Loyal
CUST_00665,1088,1,307.62,1,1,2,4,At Risk
CUST_00666,944,1,339.9,1,1,2,4,At Risk
CUST_00667,894,1,55.84,1,1,1,3,Lost
CUST_00668,383,1,269.25,2,1,2,5,At Risk
CUST_00669,176,1,68.8,3,1,1,5,At Risk
CUST_00670,655,2,1225.88,1,2,4,7,Potential
CUST_00672,144,8,1335.95,3,4,4,11,Champions
CUST_00673,609,1,9.07,1,1,1,3,Lost
CUST_00674,296,3,164.08,2,2,1,5,At Risk
CUST_00675,529,2,142.94,1,2,1,4,At Risk
CUST_00676,90,11,1403.3,4,4,4,12,Champions
CUST_00677,889,1,56.39,1,1,1,3,Lost
CUST_00679,61,12,2102.37,4,4,4,12,Champions
CUST_00680,178,9,1215.4299999999998,3,4,4,11,Champions
CUST_00681,83,15,1838.44,4,4,4,12,Champions
CUST_00682,684,1,134.29,1,1,1,3,Lost
CUST_00684,293,1,32.75,2,1,1,4,At Risk
CUST_00685,108,8,3142.95,4,4,4,12,Champions
CUST_00686,184,3,120.4,3,2,1,6,Potential
CUST_00687,141,7,875.49,3,4,3,10,Champions
CUST_00688,429,2,279.34,2,2,2,6,Potential
CUST_00689,326,1,9.61,2,1,1,4,At Risk
CUST_00690,113,1,151.55,4,1,1,6,Potential
CUST_00692,178,2,320.91999999999996,3,2,2,7,Potential
CUST_00693,609,2,269.06,1,2,2,5,At Risk
CUST_00695,228,2,497.46000000000004,3,2,2,7,Potential
CUST_00696,529,1,55.8,1,1,1,3,Lost
CUST_00697,779,1,30.24,1,1,1,3,Lost
CUST_00698,444,3,174.57999999999998,2,2,1,5,At Risk
CUST_00699,203,2,161.39,3,2,1,6,Potential
CUST_00700,159,3,421.33,3,2,2,7,Potential
CUST_00701,136,4,838.3399999999999,3,3,3,9,Loyal
CUST_00702,16,2,272.34000000000003,4,2,2,8,Loyal
CUST_00703,497,1,539.76,2,1,3,6,Potential
CUST_00705,350,2,109.99000000000001,2,2,1,5,At Risk
CUST_00706,869,3,405.62,1,2,2,5,At Risk
CUST_00708,614,7,1131.24,1,4,3,8,Loyal
CUST_00710,120,2,495.56,3,2,2,7,Potential
CUST_00711,112,7,1741.1,4,4,4,12,Champions
CUST_00712,205,5,967.86,3,3,3,9,Loyal
CUST_00713,135,4,200.09,3,3,2,8,Loyal
CUST_00714,313,4,676.2,2,3,3,8,Loyal
CUST_00715,127,3,189.79,3,2,1,6,Potential
CUST_00716,266,6,1518.4,2,3,4,9,Loyal
CUST_00717,483,9,1825.48,2,4,4,10,Champions
CUST_00718,138,8,1912.79,3,4,4,11,Champions
CUST_00719,715,1,414.25,1,1,2,4,At Risk
CUST_00721,181,5,1523.85,3,3,4,10,Champions
CUST_00724,63,4,243.49,4,3,2,9,Loyal
CUST_00725,217,5,840.78,3,3,3,9,Loyal
CUST_00726,2,9,2402.2400000000002,4,4,4,12,Champions
CUST_00728,512,2,747.82,1,2,3,6,Potential
CUST_00729,584,3,1159.25,1,2,3,6,Potential
CUST_00731,740,1,131.12,1,1,1,3,Lost
CUST_00732,208,10,2361.23,3,4,4,11,Champions
CUST_00733,99,3,508.84,4,2,2,8,Loyal
CUST_00734,289,10,2036.8400000000001,2,4,4,10,Champions
CUST_00736,142,7,2672.48,3,4,4,11,Champions
CUST_00737,569,2,660.6600000000001,1,2,3,6,Potential
CUST_00738,120,12,1917.24,3,4,4,11,Champions
CUST_00739,208,2,83.87,3,2,1,6,Potential
CUST_00741,259,1,74.86,2,1,1,4,At Risk
CUST_00743,88,4,685.5600000000001,4,3,3,10,Champions
CUST_00744,309,4,721.76,2,3,3,8,Loyal
CUST_00745,504,1,113.81,2,1,1,4,At Risk
CUST_00746,71,11,2104.95,4,4,4,12,Champions
CUST_00747,191,4,1330.8600000000001,3,3,4,10,Champions
CUST_00748,105,2,277.96999999999997,4,2,2,8,Loyal
CUST_00749,186,15,2078.6,3,4,4,11,Champions
CUST_00752,144,11,2696.63,3,4,4,11,Champions
CUST_00753,469,6,817.77,2,3,3,8,Loyal
CUST_00755,268,1,34.03,2,1,1,4,At Risk
CUST_00756,452,2,215.41000000000003,2,2,2,6,Potential
CUST_00757,330,4,484.82,2,3,2,7,Potential
CUST_00758,301,3,443.15,2,2,2,6,Potential
CUST_00759,155,8,1190.99,3,4,4,11,Champions
CUST_00760,475,3,308.43,2,2,2,6,Potential
CUST_00762,361,1,13.2,2,1,1,4,At Risk
CUST_00763,202,1,66.28,3,1,1,5,At Risk
CUST_00764,210,4,504.32000000000005,3,3,2,8,Loyal
CUST_00766,297,3,382.34000000000003,2,2,2,6,Potential
CUST_00767,486,4,655.36,2,3,3,8,Loyal
CUST_00768,149,7,950.47,3,4,3,10,Champions
CUST_00770,91,7,1502.8899999999999,4,4,4,12,Champions
CUST_00772,82,5,1802.48,4,3,4,11,Champions
CUST_00773,1019,1,183.81,1,1,1,3,Lost
CUST_00774,940,1,188.92,1,1,1,3,Lost
CUST_00775,79,2,1201.52,4,2,4,10,Champions
CUST_00776,232,2,162.06,2,2,1,5,At Risk
CUST_00777,86,2,542.66,4,2,3,9,Loyal
CUST_00778,195,5,1306.68,3,3,4,10,Champions
CUST_00780,304,3,657.64,2,2,3,7,Potential
CUST_00781,708,1,1288.5,1,1,4,6,Potential
CUST_00782,283,3,228.21,2,2,2,6,Potential
CUST_00783,194,2,299.38,3,2,2,7,Potential
CUST_00784,113,2,664.65,4,2,3,9,Loyal
CUST_00785,112,2,208.04,4,2,2,8,Loyal
CUST_00786,132,10,1487.06,3,4,4,11,Champions
CUST_00787,361,1,129.85,2,1,1,4,At Risk
CUST_00788,438,2,489.71000000000004,2,2,2,6,Potential
CUST_00789,729,3,218.65,1,2,2,5,At Risk
CUST_00790,371,6,458.11,2,3,2,7,Potential
CUST_00793,362,2,223.10000000000002,2,2,2,6,Potential
CUST_00794,221,1,98.52,3,1,1,5,At Risk
CUST_00795,1090,1,362.07,1,1,2,4,At Risk
CUST_00796,279,10,2057.36,2,4,4,10,Champions
CUST_00797,103,9,1013.0,4,4,3,11,Champions
CUST_00798,577,6,382.57,1,3,2,6,Potential
CUST_00799,40,6,586.77,4,3,3,10,Champions
CUST_00800,62,7,1546.77,4,4,4,12,Champions
CUST_00801,255,2,209.81,2,2,2,6,Potential
CUST_00802,140,2,310.6,3,2,2,7,Potential
CUST_00803,150,5,918.0600000000001,3,3,3,9,Loyal
CUST_00804,94,3,667.59,4,2,3,9,Loyal
CUST_00805,665,2,206.42,1,2,2,5,At Risk
CUST_00806,574,3,847.09,1,2,3,6,Potential
CUST_00807,145,8,1161.56,3,4,4,11,Champions
CUST_00808,141,6,1214.27,3,3,4,10,Champions
CUST_00809,71,3,619.29,4,2,3,9,Loyal
CUST_00810,448,2,206.43,2,2,2,6,Potential
CUST_00811,175,10,1151.84,3,4,3,10,Champions
CUST_00812,150,6,1360.5600000000002,3,3,4,10,Champions
CUST_00813,111,1,126.09,4,1,1,6,Potential
CUST_00814,95,10,1282.9,4,4,4,12,Champions
CUST_00815,169,4,1902.59,3,3,4,10,Champions
CUST_00816,90,4,668.34,4,3,3,10,Champions
CUST_00819,357,1,57.41,2,1,1,4,At Risk
CUST_00820,1047,1,203.49,1,1,2,4,At Risk
CUST_00821,82,14,2415.03,4,4,4,12,Champions
CUST_00823,236,3,208.68,2,2,2,6,Potential
CUST_00825,323,3,580.88,2,2,3,7,Potential
CUST_00826,232,12,2897.8199999999997,2,4,4,10,Champions
CUST_00828,453,2,251.1,2,2,2,6,Potential
CUST_00829,195,4,1575.48,3,3,4,10,Champions
CUST_00830,487,3,348.09000000000003,2,2,2,6,Potential
CUST_00831,568,3,490.3,1,2,2,5,At Risk
CUST_00832,64,4,2539.87,4,3,4,11,Champions
CUST_00833,204,3,235.16000000000003,3,2,2,7,Potential
CUST_00834,336,1,138.23,2,1,1,4,At Risk
CUST_00835,48,6,837.4200000000001,4,3,3,10,Champions
CUST_00836,1022,2,416.4,1,2,2,5,At Risk
CUST_00837,104,6,879.14,4,3,3,10,Champions
CUST_00838,145,2,757.74,3,2,3,8,Loyal
CUST_00839,249,3,250.05,2,2,2,6,Potential
CUST_00840,98,5,1498.73,4,3,4,11,Champions
CUST_00841,498,2,974.11,2,2,3,7,Potential
CUST_00842,86,6,578.1,4,3,3,10,Champions
CUST_00843,148,1,42.28,3,1,1,5,At Risk
CUST_00844,213,9,1043.32,3,4,3,10,Champions
CUST_00845,324,3,1509.1100000000001,2,2,4,8,Loyal
CUST_00846,636,1,66.94,1,1,1,3,Lost
CUST_00848,115,11,2058.0299999999997,4,4,4,12,Champions
CUST_00849,482,3,224.42000000000002,2,2,2,6,Potential
CUST_00850,208,3,220.32,3,2,2,7,Potential
CUST_00851,189,1,206.72,3,1,2,6,Potential
CUST_00852,232,2,349.96999999999997,2,2,2,6,Potential
CUST_00854,108,12,2051.68,4,4,4,12,Champions
CUST_00856,1066,1,5.18,1,1,1,3,Lost
CUST_00858,140,2,325.13,3,2,2,7,Potential
CUST_00859,440,3,720.64,2,2,3,7,Potential
CUST_00860,437,1,54.15,2,1,1,4,At Risk
CUST_00861,227,2,309.3,3,2,2,7,Potential
CUST_00862,334,3,250.75,2,2,2,6,Potential
CUST_00863,129,7,1405.72,3,4,4,11,Champions
CUST_00864,445,2,388.65,2,2,2,6,Potential
CUST_00866,293,3,398.15999999999997,2,2,2,6,Potential
CUST_00867,949,2,287.57,1,2,2,5,At Risk
CUST_00868,673,2,359.6,1,2,2,5,At Risk
CUST_00869,177,6,1124.9099999999999,3,3,3,9,Loyal
CUST_00870,136,11,1810.28,3,4,4,11,Champions
CUST_00871,148,3,236.12,3,2,2,7,Potential
CUST_00873,492,3,695.46,2,2,3,7,Potential
CUST_00876,259,2,254.60000000000002,2,2,2,6,Potential
CUST_00877,135,1,96.18,3,1,1,5,At Risk
CUST_00878,80,2,85.09,4,2,1,7,Potential
CUST_00879,493,2,290.42,2,2,2,6,Potential
CUST_00880,942,2,193.07,1,2,2,5,At Risk
CUST_00881,87,2,254.67000000000002,4,2,2,8,Loyal
CUST_00882,217,3,484.28,3,2,2,7,Potential
CUST_00883,363,3,1306.5700000000002,2,2,4,8,Loyal
CUST_00884,106,2,491.05999999999995,4,2,2,8,Loyal
CUST_00885,107,5,563.73,4,3,3,10,Champions
CUST_00887,583,4,590.97,1,3,3,7,Potential
CUST_00889,150,2,171.62,3,2,1,6,Potential
CUST_00891,231,2,675.5899999999999,2,2,3,7,Potential
CUST_00892,568,4,483.40999999999997,1,3,2,6,Potential
CUST_00893,99,24,3411.05,4,4,4,12,Champions
CUST_00895,828,2,173.0,1,2,1,4,At Risk
CUST_00898,62,11,1459.07,4,4,4,12,Champions
CUST_00899,83,1,86.58,4,1,1,6,Potential
CUST_00900,257,2,78.11,2,2,1,5,At Risk
CUST_00902,215,3,736.49,3,2,3,8,Loyal
CUST_00903,817,1,844.42,1,1,3,5,At Risk
CUST_00904,653,4,399.11,1,3,2,6,Potential
CUST_00905,871,1,65.04,1,1,1,3,Lost
CUST_00906,95,10,960.59,4,4,3,11,Champions
CUST_00907,23,13,1537.2,4,4,4,12,Champions
CUST_00909,75,2,171.14,4,2,1,7,Potential
CUST_00911,560,5,1024.51,1,3,3,7,Potential
CUST_00912,80,2,105.96000000000001,4,2,1,7,Potential
CUST_00913,163,2,191.96,3,2,2,7,Potential
CUST_00914,96,4,328.61,4,3,2,9,Loyal
CUST_00915,78,5,1232.36,4,3,4,11,Champions
CUST_00916,80,3,1399.93,4,2,4,10,Champions
CUST_00917,291,3,321.95,2,2,2,6,Potential
CUST_00918,524,5,964.0500000000001,1,3,3,7,Potential
CUST_00919,602,3,1177.51,1,2,4,7,Potential
CUST_00920,1029,1,120.52,1,1,1,3,Lost
CUST_00921,164,10,2214.77,3,4,4,11,Champions
CUST_00922,229,6,1040.76,2,3,3,8,Loyal
CUST_00923,93,13,2740.81,4,4,4,12,Champions
CUST_00924,84,4,1200.64,4,3,4,11,Champions
CUST_00926,341,2,288.38,2,2,2,6,Potential
CUST_00927,69,3,527.67,4,2,2,8,Loyal
CUST_00928,588,1,92.36,1,1,1,3,Lost
CUST_00929,278,5,675.15,2,3,3,8,Loyal
CUST_00932,29,7,931.2,4,4,3,11,Champions
CUST_00933,109,9,1114.95,4,4,3,11,Champions
CUST_00934,474,3,302.5,2,2,2,6,Potential
CUST_00935,630,1,15.52,1,1,1,3,Lost
CUST_00936,400,1,100.51,2,1,1,4,At Risk
CUST_00937,213,3,385.29,3,2,2,7,Potential
CUST_00938,72,5,429.62,4,3,2,9,Loyal
CUST_00940,458,4,538.29,2,3,3,8,Loyal
CUST_00942,83,2,512.76,4,2,2,8,Loyal
CUST_00943,93,5,1115.72,4,3,3,10,Champions
CUST_00944,104,8,1023.63,4,4,3,11,Champions
CUST_00946,919,1,286.1,1,1,2,4,At Risk
CUST_00947,895,2,92.47,1,2,1,4,At Risk
CUST_00948,85,14,2424.89,4,4,4,12,Champions
CUST_00949,295,9,1657.87,2,4,4,10,Champions
CUST_00950,209,5,1204.2,3,3,4,10,Champions
CUST_00951,232,2,289.62,2,2,2,6,Potential
CUST_00952,663,3,321.42,1,2,2,5,At Risk
CUST_00953,458,1,99.22,2,1,1,4,At Risk
CUST_00954,269,6,975.0799999999999,2,3,3,8,Loyal
CUST_00955,34,2,188.51,4,2,1,7,Potential
CUST_00956,356,1,228.16,2,1,2,5,At Risk
CUST_00957,489,3,508.45,2,2,2,6,Potential
CUST_00958,767,2,372.11,1,2,2,5,At Risk
CUST_00959,770,1,349.85,1,1,2,4,At Risk
CUST_00960,143,3,241.64000000000001,3,2,2,7,Potential
CUST_00961,459,1,176.75,2,1,1,4,At Risk
CUST_00962,298,4,1035.1100000000001,2,3,3,8,Loyal
CUST_00963,293,2,574.36,2,2,3,7,Potential
CUST_00965,131,3,575.49,3,2,3,8,Loyal
CUST_00967,238,3,529.74,2,2,2,6,Potential
CUST_00968,914,2,138.7,1,2,1,4,At Risk
CUST_00969,125,5,797.8199999999999,3,3,3,9,Loyal
CUST_00970,346,1,291.14,2,1,2,5,At Risk
CUST_00971,61,6,1489.12,4,3,4,11,Champions
CUST_00972,38,7,591.5799999999999,4,4,3,11,Champions
CUST_00973,346,2,449.58,2,2,2,6,Potential
CUST_00974,951,1,485.88,1,1,2,4,At Risk
CUST_00975,17,2,445.71,4,2,2,8,Loyal
CUST_00976,648,2,341.73,1,2,2,5,At Risk
CUST_00977,97,2,407.97,4,2,2,8,Loyal
CUST_00978,262,1,177.0,2,1,1,4,At Risk
CUST_00980,163,5,2647.06,3,3,4,10,Champions
CUST_00981,449,1,174.0,2,1,1,4,At Risk
CUST_00982,168,4,380.34000000000003,3,3,2,8,Loyal
CUST_00984,907,2,103.31,1,2,1,4,At Risk
CUST_00985,572,3,361.36,1,2,2,5,At Risk
CUST_00986,314,5,1462.78,2,3,4,9,Loyal
CUST_00987,293,5,1275.51,2,3,4,9,Loyal
CUST_00988,108,4,667.4699999999999,4,3,3,10,Champions
CUST_00989,719,1,309.72,1,1,2,4,At Risk
CUST_00990,77,11,1564.54,4,4,4,12,Champions
CUST_00991,85,3,136.34,4,2,1,7,Potential
CUST_00992,164,1,32.02,3,1,1,5,At Risk
CUST_00993,568,4,979.6099999999999,1,3,3,7,Potential
CUST_00994,202,4,915.88,3,3,3,9,Loyal
CUST_00995,203,1,419.75,3,1,2,6,Potential
CUST_00996,142,1,185.45,3,1,1,5,At Risk
CUST_00997,231,7,998.73,2,4,3,9,Loyal
CUST_00998,401,1,110.74,2,1,1,4,At Risk
CUST_00999,223,11,2934.18,3,4,4,11,Champions
CUST_01000,691,3,702.69,1,2,3,6,Potential
CUST_01001,490,3,454.97,2,2,2,6,Potential
CUST_01002,16,4,390.75,4,3,2,9,Loyal
CUST_01003,83,14,3158.25,4,4,4,12,Champions
CUST_01004,339,4,1405.85,2,3,4,9,Loyal
CUST_01005,235,9,1916.75,2,4,4,10,Champions
CUST_01006,65,7,821.62,4,4,3,11,Champions
CUST_01007,158,3,731.28,3,2,3,8,Loyal
CUST_01008,86,13,1164.54,4,4,4,12,Champions
CUST_01009,252,3,2383.35,2,2,4,8,Loyal
CUST_01010,716,2,433.69,1,2,2,5,At Risk
CUST_01011,502,1,17.79,2,1,1,4,At Risk
CUST_01012,149,6,2595.96,3,3,4,10,Champions
CUST_01013,320,5,1124.08,2,3,3,8,Loyal
CUST_01014,811,1,122.36,1,1,1,3,Lost
CUST_01015,215,1,937.0,3,1,3,7,Potential
CUST_01016,219,4,728.26,3,3,3,9,Loyal
CUST_01017,509,2,1734.81,2,2,4,8,Loyal
CUST_01018,1010,1,37.72,1,1,1,3,Lost
CUST_01019,83,10,2236.3199999999997,4,4,4,12,Champions
CUST_01020,1017,1,73.39,1,1,1,3,Lost
CUST_01021,95,3,137.92000000000002,4,2,1,7,Potential
CUST_01022,1031,1,24.18,1,1,1,3,Lost
CUST_01023,156,9,1024.7,3,4,3,10,Champions
CUST_01024,20,6,837.18,4,3,3,10,Champions
CUST_01025,144,13,2359.16,3,4,4,11,Champions
CUST_01026,472,2,77.71000000000001,2,2,1,5,At Risk
CUST_01027,75,9,1505.92,4,4,4,12,Champions
CUST_01028,251,9,1196.26,2,4,4,10,Champions
CUST_01030,438,12,2631.61,2,4,4,10,Champions
CUST_01032,2,6,1238.63,4,3,4,11,Champions
CUST_01033,288,2,570.03,2,2,3,7,Potential
CUST_01036,136,4,335.55999999999995,3,3,2,8,Loyal
CUST_01038,939,2,311.36,1,2,2,5,At Risk
CUST_01039,72,5,754.11,4,3,3,10,Champions
CUST_01040,696,2,139.33,1,2,1,4,At Risk
CUST_01041,98,2,899.28,4,2,3,9,Loyal
CUST_01042,276,3,147.98999999999998,2,2,1,5,At Risk
CUST_01043,552,3,633.1,1,2,3,6,Potential
CUST_01044,89,6,1494.53,4,3,4,11,Champions
CUST_01045,43,7,2081.75,4,4,4,12,Champions
CUST_01046,348,2,392.65999999999997,2,2,2,6,Potential
CUST_01047,853,1,24.12,1,1,1,3,Lost
CUST_01048,272,1,107.71,2,1,1,4,At Risk
CUST_01049,186,9,1633.54,3,4,4,11,Champions
CUST_01050,632,2,349.92,1,2,2,5,At Risk
CUST_01051,142,10,2179.86,3,4,4,11,Champions
CUST_01052,196,4,910.2,3,3,3,9,Loyal
CUST_01053,252,6,683.41,2,4,3,9,Loyal
CUST_01054,135,2,401.54999999999995,3,2,2,7,Potential
CUST_01055,153,12,1727.85,3,4,4,11,Champions
CUST_01056,595,1,118.95,1,1,1,3,Lost
CUST_01057,275,2,926.33,2,2,3,7,Potential
CUST_01059,93,5,1045.52,4,3,3,10,Champions
CUST_01060,150,6,1000.5300000000001,3,4,3,10,Champions
CUST_01061,239,9,2712.69,2,4,4,10,Champions
CUST_01062,125,13,2356.83,3,4,4,11,Champions
CUST_01063,341,4,593.91,2,3,3,8,Loyal
CUST_01064,711,1,39.3,1,1,1,3,Lost
CUST_01065,540,1,73.68,1,1,1,3,Lost
CUST_01066,93,3,469.57,4,2,2,8,Loyal
CUST_01068,1054,1,180.71,1,1,1,3,Lost
CUST_01069,300,2,356.65999999999997,2,2,2,6,Potential
CUST_01070,374,1,165.7,2,1,1,4,At Risk
CUST_01071,455,1,220.48,2,1,2,5,At Risk
CUST_01074,458,2,257.4,2,2,2,6,Potential
CUST_01075,63,13,1726.02,4,4,4,12,Champions
CUST_01076,846,1,28.91,1,1,1,3,Lost
CUST_01077,166,2,350.22999999999996,3,2,2,7,Potential
CUST_01078,722,2,828.9200000000001,1,2,3,6,Potential
CUST_01080,103,8,1233.18,4,4,4,12,Champions
CUST_01081,224,2,89.89,3,2,1,6,Potential
CUST_01082,569,2,188.60999999999999,1,2,1,4,At Risk
CUST_01083,769,2,77.37,1,2,1,4,At Risk
CUST_01084,76,5,677.83,4,3,3,10,Champions
CUST_01085,189,10,1162.41,3,4,4,11,Champions
CUST_01086,641,2,508.01,1,2,2,5,At Risk
CUST_01087,188,5,620.6700000000001,3,3,3,9,Loyal
CUST_01088,454,1,111.3,2,1,1,4,At Risk
CUST_01089,86,15,1887.4099999999999,4,4,4,12,Champions
CUST_01090,270,1,14.53,2,1,1,4,At Risk
CUST_01091,208,10,1918.42,3,4,4,11,Champions
CUST_01092,170,8,2020.02,3,4,4,11,Champions
CUST_01094,359,4,1043.02,2,3,3,8,Loyal
CUST_01095,83,4,350.92,4,3,2,9,Loyal
CUST_01097,1019,1,82.32,1,1,1,3,Lost
CUST_01099,285,4,258.71999999999997,2,3,2,7,Potential
CUST_01102,64,13,1541.42,4,4,4,12,Champions
CUST_01103,178,8,965.56,3,4,3,10,Champions
CUST_01104,105,12,1545.05,4,4,4,12,Champions
CUST_01105,95,13,1386.17,4,4,4,12,Champions
CUST_01106,586,1,60.11,1,1,1,3,Lost
CUST_01107,479,1,47.12,2,1,1,4,At Risk
CUST_01108,138,4,293.69,3,3,2,8,Loyal
CUST_01109,210,3,108.8,3,2,1,6,Potential
CUST_01110,519,2,286.18,1,2,2,5,At Risk
CUST_01111,1,14,1783.47,4,4,4,12,Champions
CUST_01112,230,2,256.51,2,2,2,6,Potential
CUST_01114,247,2,216.88,2,2,2,6,Potential
CUST_01115,207,3,455.29,3,2,2,7,Potential
CUST_01116,280,4,702.96,2,3,3,8,Loyal
CUST_01117,364,1,218.0,2,1,2,5,At Risk
CUST_01118,78,8,2701.61,4,4,4,12,Champions
CUST_01119,258,1,62.64,2,1,1,4,At Risk
CUST_01120,284,1,171.65,2,1,1,4,At Risk
CUST_01121,318,14,2631.92,2,4,4,10,Champions
CUST_01122,194,10,2270.11,3,4,4,11,Champions
CUST_01123,62,8,1299.3899999999999,4,4,4,12,Champions
CUST_01124,250,9,851.21,2,4,3,9,Loyal
CUST_01125,194,2,524.4,3,2,2,7,Potential
CUST_01126,1080,1,132.41,1,1,1,3,Lost
CUST_01127,124,2,392.89,3,2,2,7,Potential
CUST_01128,824,1,214.14,1,1,2,4,At Risk
CUST_01129,116,2,625.3199999999999,4,2,3,9,Loyal
CUST_01130,616,1,84.4,1,1,1,3,Lost
CUST_01131,123,3,393.39,3,2,2,7,Potential
CUST_01132,570,4,742.85,1,3,3,7,Potential
CUST_01134,104,2,188.33999999999997,4,2,1,7,Potential
CUST_01135,274,3,298.86,2,2,2,6,Potential
CUST_01136,82,3,676.26,4,2,3,9,Loyal
CUST_01137,74,9,991.24,4,4,3,11,Champions
CUST_01138,142,1,124.72,3,1,1,5,At Risk
CUST_01139,518,2,1813.44,1,2,4,7,Potential
CUST_01140,307,2,131.74,2,2,1,5,At Risk
CUST_01141,202,9,2047.74,3,4,4,11,Champions
CUST_01142,244,1,41.76,2,1,1,4,At Risk
CUST_01143,578,3,673.9399999999999,1,2,3,6,Potential
CUST_01144,298,5,772.99,2,3,3,8,Loyal
CUST_01145,141,3,711.38,3,2,3,8,Loyal
CUST_01146,399,6,989.94,2,4,3,9,Loyal
CUST_01147,141,1,28.96,3,1,1,5,At Risk
CUST_01148,151,4,542.47,3,3,3,9,Loyal
CUST_01149,237,13,2207.7599999999998,2,4,4,10,Champions
CUST_01150,108,12,2270.77,4,4,4,12,Champions
CUST_01151,628,4,1361.8,1,3,4,8,Loyal
CUST_01152,158,8,1186.3100000000002,3,4,4,11,Champions
CUST_01153,196,6,750.31,3,4,3,10,Champions
CUST_01154,140,8,1047.36,3,4,3,10,Champions
CUST_01155,474,3,380.15999999999997,2,2,2,6,Potential
CUST_01156,825,1,361.16,1,1,2,4,At Risk
CUST_01157,251,3,128.25,2,2,1,5,At Risk
CUST_01158,150,10,834.08,3,4,3,10,Champions
CUST_01159,73,9,1077.3700000000001,4,4,3,11,Champions
CUST_01160,832,1,83.93,1,1,1,3,Lost
CUST_01161,181,10,2909.12,3,4,4,11,Champions
CUST_01162,717,1,419.05,1,1,2,4,At Risk
CUST_01163,834,3,870.5,1,2,3,6,Potential
