transaction_id,customer_id,transaction_date,category,unit_price,quantity,discount_pct,total_amount,channel,device,payment_method,region,returned
TXN_010235,CUST_00246,2023-09-23,Clothing,146.91,2,0.0,293.82,Direct,Desktop,Credit Card,West,False
TXN_011815,CUST_03169,2023-09-23,Electronics,463.28,2,0.05,880.23,Organic Search,Mobile,Debit Card,Midwest,False
TXN_003498,CUST_01816,2023-09-23,Electronics,145.06,2,0.0,290.12,Direct,Mobile,Credit Card,Northeast,False
TXN_003481,CUST_02279,2023-09-23,Beauty & Health,12.93,1,0.0,12.93,Email,Desktop,Credit Card,West,False
TXN_006361,CUST_02504,2023-09-23,Home & Kitchen,161.74,4,0.0,646.96,Organic Search,Mobile,Credit Card,Southeast,False
TXN_000883,CUST_02647,2023-09-23,Home & Kitchen,158.2,1,0.2,126.56,Organic Search,Tablet,Credit Card,Northeast,False
TXN_006748,CUST_02621,2023-09-23,Clothing,75.0,1,0.05,71.25,Email,Mobile,Credit Card,West,False
TXN_011338,CUST_02417,2023-09-23,Home & Kitchen,171.02,2,0.0,342.04,Paid Ads,Mobile,PayPal,Southwest,False
TXN_003874,CUST_00540,2023-09-23,Home & Kitchen,10.76,1,0.0,10.76,Organic Search,Mobile,PayPal,Midwest,False
TXN_007207,CUST_00700,2023-09-23,Books & Media,13.07,1,0.15,11.11,Organic Search,Mobile,Credit Card,West,False
TXN_004724,CUST_02488,2023-09-24,Clothing,54.37,3,0.0,163.11,Direct,Desktop,PayPal,Southwest,False
TXN_009052,CUST_00445,2023-09-24,Home & Kitchen,35.43,2,0.0,70.86,Social Media,Mobile,PayPal,West,False
TXN_000162,CUST_00458,2023-09-24,Beauty & Health,80.41,2,0.0,160.82,Email,Desktop,PayPal,Midwest,False
TXN_010650,CUST_01314,2023-09-24,Clothing,59.27,1,0.05,56.31,Email,Mobile,Credit Card,West,False
TXN_011673,CUST_00438,2023-09-24,Beauty & Health,63.82,2,0.1,114.88,Organic Search,Mobile,PayPal,Northeast,False
TXN_008880,CUST_00114,2023-09-24,Beauty & Health,62.49,1,0.0,62.49,Paid Ads,Desktop,Credit Card,Northeast,False
TXN_006637,CUST_01751,2023-09-24,Beauty & Health,40.45,2,0.0,80.9,Paid Ads,Tablet,Debit Card,Southeast,False
TXN_004201,CUST_00054,2023-09-24,Electronics,283.59,2,0.1,510.46,Paid Ads,Mobile,Credit Card,Northeast,True
TXN_007820,CUST_02737,2023-09-24,Toys & Games,74.36,2,0.1,133.85,Organic Search,Mobile,PayPal,West,False
TXN_000753,CUST_01154,2023-09-24,Clothing,83.27,2,0.15,141.56,Email,Mobile,Debit Card,Southwest,False
TXN_003714,CUST_01673,2023-09-24,Toys & Games,77.67,2,0.05,147.57,Organic Search,Mobile,Credit Card,Northeast,False
TXN_012144,CUST_01918,2023-09-24,Clothing,16.97,1,0.0,16.97,Paid Ads,Mobile,Credit Card,Midwest,False
TXN_001499,CUST_01640,2023-09-24,Home & Kitchen,193.8,1,0.05,184.11,Organic Search,Desktop,Credit Card,Southeast,False
TXN_004444,CUST_03176,2023-09-25,Clothing,65.48,2,0.1,117.86,Direct,Desktop,Credit Card,Northeast,False
TXN_003825,CUST_00013,2023-09-25,Sports & Outdoor,206.15,2,0.05,391.68,Organic Search,Mobile,Credit Card,Northeast,False
TXN_009245,CUST_00309,2023-09-25,Electronics,468.03,1,0.1,421.23,Organic Search,Desktop,Credit Card,West,False
TXN_009034,CUST_03080,2023-09-25,Beauty & Health,81.0,1,0.1,72.9,Paid Ads,Tablet,Apple Pay,Northeast,False
TXN_009638,CUST_01982,2023-09-25,Home & Kitchen,171.73,1,0.1,154.56,Organic Search,Mobile,Credit Card,West,False
TXN_000667,CUST_02775,2023-09-25,Home & Kitchen,26.43,1,0.0,26.43,Paid Ads,Desktop,Credit Card,Southeast,False
TXN_001594,CUST_00895,2023-09-25,Clothing,120.89,1,0.1,108.8,Organic Search,Mobile,Credit Card,Southeast,False
TXN_007906,CUST_02525,2023-09-25,Electronics,317.02,3,0.15,808.4,Paid Ads,Desktop,Credit Card,Northeast,False
TXN_008953,CUST_02787,2023-09-25,Books & Media,19.62,3,0.0,58.86,Social Media,Mobile,Credit Card,Midwest,False
TXN_003513,CUST_00446,2023-09-25,Beauty & Health,89.68,2,0.0,179.36,Social Media,Mobile,Apple Pay,Northeast,False
TXN_009872,CUST_00627,2023-09-25,Home & Kitchen,79.89,1,0.05,75.9,Organic Search,Desktop,Debit Card,Midwest,False
TXN_006619,CUST_01509,2023-09-25,Clothing,46.2,2,0.0,92.4,Social Media,Mobile,Credit Card,West,False
TXN_000963,CUST_02014,2023-09-26,Clothing,58.2,2,0.0,116.4,Email,Desktop,Credit Card,West,False
TXN_006764,CUST_02312,2023-09-26,Clothing,33.92,1,0.05,32.22,Organic Search,Tablet,Debit Card,Southwest,False
TXN_000129,CUST_00044,2023-09-26,Clothing,49.21,1,0.0,49.21,Paid Ads,Mobile,PayPal,West,False
TXN_009284,CUST_01166,2023-09-26,Clothing,23.17,1,0.0,23.17,Organic Search,Mobile,PayPal,West,False
TXN_004749,CUST_02110,2023-09-26,Sports & Outdoor,192.57,1,0.15,163.68,Direct,Mobile,Apple Pay,Southwest,False
TXN_003616,CUST_00396,2023-09-26,Electronics,175.32,2,0.0,350.64,Organic Search,Mobile,PayPal,West,False
TXN_007118,CUST_00012,2023-09-26,Home & Kitchen,197.14,2,0.0,394.28,Email,Desktop,Credit Card,West,False
TXN_000079,CUST_01963,2023-09-26,Books & Media,32.19,1,0.15,27.36,Paid Ads,Desktop,Debit Card,Southeast,False
TXN_008379,CUST_03166,2023-09-27,Clothing,88.45,4,0.0,353.8,Direct,Mobile,Apple Pay,Midwest,True
TXN_008296,CUST_01419,2023-09-27,Electronics,97.72,1,0.1,87.95,Direct,Mobile,Credit Card,Southeast,False
TXN_010948,CUST_02804,2023-09-27,Electronics,66.37,2,0.15,112.83,Paid Ads,Desktop,Credit Card,West,False
TXN_002473,CUST_02929,2023-09-27,Electronics,443.1,2,0.1,797.58,Organic Search,Mobile,Credit Card,Northeast,True
TXN_004460,CUST_01441,2023-09-27,Clothing,111.73,2,0.0,223.46,Social Media,Desktop,Credit Card,Southwest,False
TXN_004425,CUST_02383,2023-09-27,Beauty & Health,53.91,1,0.0,53.91,Paid Ads,Tablet,Debit Card,West,False
TXN_009026,CUST_02599,2023-09-27,Electronics,65.93,2,0.1,118.67,Organic Search,Desktop,PayPal,Southwest,False
TXN_003905,CUST_01122,2023-09-27,Clothing,114.95,1,0.0,114.95,Social Media,Mobile,PayPal,Southwest,False
TXN_000880,CUST_01518,2023-09-27,Clothing,83.72,2,0.1,150.7,Email,Desktop,Debit Card,Southwest,False
TXN_006607,CUST_00359,2023-09-27,Electronics,486.83,3,0.1,1314.44,Organic Search,Mobile,Debit Card,Northeast,True
TXN_006118,CUST_00962,2023-09-27,Electronics,88.89,1,0.05,84.45,Organic Search,Mobile,Credit Card,Northeast,False
TXN_010221,CUST_00681,2023-09-27,Home & Kitchen,37.35,2,0.1,67.23,Organic Search,Desktop,Credit Card,Midwest,False
TXN_010040,CUST_02464,2023-09-27,Beauty & Health,53.32,2,0.05,101.31,Paid Ads,Mobile,Apple Pay,Midwest,False
TXN_000531,CUST_02597,2023-09-27,Clothing,80.61,1,0.0,80.61,Direct,Mobile,Debit Card,Northeast,False
TXN_006124,CUST_02313,2023-09-27,Beauty & Health,69.36,2,0.15,117.91,Email,Desktop,PayPal,Southwest,False
TXN_002893,CUST_02837,2023-09-27,Books & Media,35.5,1,0.2,28.4,Paid Ads,Tablet,Debit Card,West,False
TXN_007477,CUST_00804,2023-09-27,Books & Media,24.62,1,0.05,23.39,Paid Ads,Mobile,Debit Card,Northeast,False
TXN_001198,CUST_02312,2023-09-27,Beauty & Health,50.84,1,0.05,48.3,Organic Search,Mobile,Credit Card,Southwest,False
TXN_011715,CUST_00179,2023-09-27,Toys & Games,32.48,2,0.15,55.22,Social Media,Desktop,Credit Card,Northeast,False
TXN_006772,CUST_01156,2023-09-28,Electronics,361.16,1,0.0,361.16,Email,Mobile,Debit Card,West,False
TXN_003164,CUST_01987,2023-09-28,Electronics,322.13,2,0.0,644.26,Paid Ads,Mobile,PayPal,West,False
TXN_007734,CUST_02863,2023-09-28,Clothing,92.17,1,0.0,92.17,Email,Desktop,Debit Card,Midwest,False
TXN_012436,CUST_01434,2023-09-28,Electronics,244.14,1,0.05,231.93,Organic Search,Desktop,Credit Card,Southwest,False
TXN_009069,CUST_02015,2023-09-28,Sports & Outdoor,63.54,1,0.1,57.19,Social Media,Mobile,PayPal,Southeast,True
TXN_001265,CUST_01690,2023-09-28,Beauty & Health,82.96,1,0.0,82.96,Organic Search,Mobile,PayPal,West,False
TXN_009045,CUST_01942,2023-09-28,Clothing,28.96,1,0.05,27.51,Direct,Mobile,Apple Pay,Northeast,False
TXN_004786,CUST_02864,2023-09-28,Electronics,137.31,1,0.1,123.58,Paid Ads,Mobile,Credit Card,Midwest,False
TXN_008685,CUST_00169,2023-09-28,Electronics,312.89,1,0.1,281.6,Organic Search,Mobile,Debit Card,Northeast,False
TXN_011318,CUST_03113,2023-09-28,Beauty & Health,13.15,1,0.0,13.15,Organic Search,Tablet,PayPal,West,False
TXN_006727,CUST_00032,2023-09-28,Beauty & Health,83.51,1,0.0,83.51,Organic Search,Desktop,PayPal,West,False
TXN_011828,CUST_00274,2023-09-28,Electronics,237.29,1,0.1,213.56,Organic Search,Mobile,Apple Pay,West,False
TXN_010503,CUST_02025,2023-09-28,Books & Media,26.93,4,0.05,102.33,Email,Desktop,PayPal,Southeast,False
TXN_000163,CUST_00797,2023-09-28,Books & Media,33.71,1,0.2,26.97,Organic Search,Desktop,Apple Pay,Southeast,False
TXN_006481,CUST_01756,2023-09-28,Home & Kitchen,14.14,2,0.1,25.45,Organic Search,Tablet,Debit Card,West,False
TXN_006519,CUST_02428,2023-09-28,Electronics,419.06,4,0.0,1676.24,Organic Search,Mobile,Debit Card,Southeast,True
TXN_010882,CUST_01298,2023-09-28,Clothing,40.73,5,0.0,203.65,Organic Search,Desktop,Debit Card,Northeast,False
TXN_012349,CUST_00396,2023-09-29,Toys & Games,55.11,3,0.0,165.33,Organic Search,Mobile,Debit Card,West,False
TXN_002658,CUST_00426,2023-09-29,Home & Kitchen,29.49,1,0.0,29.49,Paid Ads,Mobile,PayPal,Southeast,False
TXN_004808,CUST_01575,2023-09-29,Sports & Outdoor,56.11,1,0.0,56.11,Social Media,Mobile,PayPal,Southeast,False
TXN_011890,CUST_01481,2023-09-29,Electronics,166.59,4,0.2,533.09,Organic Search,Mobile,Credit Card,Southeast,False
TXN_006521,CUST_00732,2023-09-29,Clothing,27.18,1,0.2,21.74,Paid Ads,Desktop,Debit Card,Northeast,False
TXN_010055,CUST_02008,2023-09-29,Clothing,145.3,1,0.0,145.3,Organic Search,Desktop,Credit Card,Midwest,False
TXN_000117,CUST_02154,2023-09-29,Toys & Games,78.59,3,0.1,212.19,Paid Ads,Mobile,Credit Card,Midwest,False
TXN_005343,CUST_01128,2023-09-29,Beauty & Health,71.38,3,0.0,214.14,Social Media,Desktop,Credit Card,Southwest,False
TXN_002976,CUST_01972,2023-09-29,Home & Kitchen,185.58,1,0.1,167.02,Organic Search,Desktop,Credit Card,Midwest,False
TXN_008380,CUST_00508,2023-09-29,Beauty & Health,68.93,1,0.0,68.93,Paid Ads,Mobile,Debit Card,Southeast,False
TXN_012212,CUST_01871,2023-09-30,Home & Kitchen,66.13,1,0.1,59.52,Organic Search,Mobile,Credit Card,Midwest,False
TXN_003086,CUST_02185,2023-09-30,Sports & Outdoor,203.97,1,0.0,203.97,Paid Ads,Mobile,Debit Card,West,False
TXN_008625,CUST_01161,2023-09-30,Home & Kitchen,15.58,1,0.15,13.24,Paid Ads,Mobile,Credit Card,Northeast,False
TXN_000602,CUST_02832,2023-09-30,Beauty & Health,28.19,1,0.05,26.78,Email,Mobile,Credit Card,Southeast,False
TXN_005834,CUST_02176,2023-09-30,Clothing,93.52,2,0.0,187.04,Paid Ads,Desktop,Credit Card,West,False
TXN_007741,CUST_01457,2023-09-30,Clothing,65.61,2,0.0,131.22,Organic Search,Tablet,Apple Pay,West,True
TXN_012396,CUST_02905,2023-09-30,Electronics,470.09,1,0.0,470.09,Social Media,Mobile,PayPal,Northeast,False
TXN_011789,CUST_01862,2023-09-30,Beauty & Health,80.12,3,0.05,228.34,Social Media,Mobile,Credit Card,Southwest,False
TXN_001753,CUST_00552,2023-09-30,Clothing,113.62,2,0.05,215.88,Organic Search,Desktop,PayPal,Southwest,False
TXN_008877,CUST_00681,2023-09-30,Beauty & Health,38.58,1,0.1,34.72,Email,Mobile,Credit Card,Midwest,False
TXN_003853,CUST_02141,2023-09-30,Toys & Games,78.17,3,0.0,234.51,Paid Ads,Desktop,Debit Card,West,False
TXN_008822,CUST_01501,2023-09-30,Home & Kitchen,194.92,1,0.15,165.68,Email,Mobile,Credit Card,Southeast,False
TXN_011151,CUST_01648,2023-09-30,Clothing,26.06,4,0.0,104.24,Social Media,Mobile,Debit Card,Northeast,False
TXN_000142,CUST_00055,2023-10-01,Electronics,80.68,2,0.0,161.36,Paid Ads,Mobile,Apple Pay,Southeast,False
TXN_011401,CUST_00390,2023-10-01,Beauty & Health,64.45,1,0.2,51.56,Organic Search,Mobile,Credit Card,Northeast,False
TXN_005007,CUST_00229,2023-10-01,Books & Media,11.11,1,0.15,9.44,Paid Ads,Mobile,Debit Card,Southwest,False
TXN_009372,CUST_01951,2023-10-01,Sports & Outdoor,125.43,2,0.05,238.32,Social Media,Mobile,PayPal,Southeast,False
TXN_001967,CUST_01207,2023-10-01,Beauty & Health,84.0,1,0.05,79.8,Organic Search,Mobile,Credit Card,Southwest,False
TXN_010732,CUST_02062,2023-10-01,Clothing,89.66,1,0.15,76.21,Social Media,Desktop,Debit Card,West,False
TXN_000685,CUST_01923,2023-10-01,Beauty & Health,58.98,1,0.0,58.98,Organic Search,Mobile,Credit Card,Northeast,False
TXN_005688,CUST_00893,2023-10-01,Beauty & Health,49.6,1,0.1,44.64,Paid Ads,Tablet,Credit Card,Midwest,False
TXN_002560,CUST_02938,2023-10-01,Electronics,410.94,1,0.0,410.94,Organic Search,Desktop,PayPal,Southwest,False
TXN_008390,CUST_02990,2023-10-01,Clothing,58.88,2,0.0,117.76,Social Media,Desktop,Credit Card,Northeast,False
TXN_006179,CUST_03196,2023-10-01,Electronics,289.76,1,0.0,289.76,Organic Search,Mobile,Debit Card,Southeast,True
TXN_005443,CUST_03037,2023-10-01,Home & Kitchen,116.96,1,0.0,116.96,Organic Search,Tablet,PayPal,West,False
TXN_007918,CUST_01196,2023-10-01,Home & Kitchen,97.01,3,0.0,291.03,Social Media,Tablet,Credit Card,West,False
TXN_011916,CUST_00576,2023-10-01,Beauty & Health,13.7,2,0.0,27.4,Organic Search,Mobile,Credit Card,Southwest,False
TXN_000923,CUST_01190,2023-10-01,Books & Media,7.07,1,0.15,6.01,Social Media,Mobile,Credit Card,Northeast,False
TXN_011805,CUST_00018,2023-10-01,Books & Media,9.55,5,0.05,45.36,Organic Search,Tablet,Apple Pay,Northeast,True
TXN_005870,CUST_02472,2023-10-01,Clothing,127.2,1,0.1,114.48,Paid Ads,Tablet,PayPal,Southeast,False
TXN_000109,CUST_02675,2023-10-02,Home & Kitchen,140.4,1,0.05,133.38,Social Media,Mobile,Credit Card,Southeast,False
TXN_007221,CUST_00069,2023-10-02,Sports & Outdoor,90.93,1,0.1,81.84,Social Media,Tablet,PayPal,West,False
TXN_000644,CUST_02350,2023-10-02,Clothing,68.44,4,0.1,246.38,Organic Search,Desktop,PayPal,Northeast,False
TXN_004063,CUST_00870,2023-10-02,Beauty & Health,24.06,1,0.15,20.45,Paid Ads,Mobile,Apple Pay,West,False
TXN_002967,CUST_02347,2023-10-02,Books & Media,36.01,1,0.0,36.01,Social Media,Mobile,PayPal,Northeast,False
TXN_010357,CUST_01871,2023-10-02,Books & Media,39.86,1,0.0,39.86,Organic Search,Mobile,Debit Card,Midwest,False
TXN_005422,CUST_02176,2023-10-03,Sports & Outdoor,41.82,2,0.1,75.28,Social Media,Mobile,Credit Card,West,True
TXN_004849,CUST_02680,2023-10-03,Clothing,22.34,1,0.0,22.34,Organic Search,Desktop,Apple Pay,Midwest,False
TXN_002417,CUST_01775,2023-10-03,Home & Kitchen,177.22,1,0.05,168.36,Organic Search,Mobile,Credit Card,Southeast,False
TXN_002157,CUST_02817,2023-10-03,Toys & Games,17.22,1,0.1,15.5,Organic Search,Mobile,Debit Card,Northeast,False
TXN_009623,CUST_03132,2023-10-03,Clothing,69.48,1,0.0,69.48,Organic Search,Desktop,PayPal,West,False
TXN_003553,CUST_00446,2023-10-03,Electronics,393.96,1,0.05,374.26,Direct,Desktop,Credit Card,Northeast,True
TXN_005766,CUST_00481,2023-10-03,Electronics,196.29,1,0.0,196.29,Organic Search,Mobile,Credit Card,West,False
TXN_004083,CUST_02720,2023-10-03,Clothing,132.62,2,0.0,265.24,Direct,Tablet,Debit Card,Midwest,False
TXN_001784,CUST_02629,2023-10-03,Clothing,84.8,2,0.1,152.64,Organic Search,Desktop,Apple Pay,Southeast,False
TXN_007793,CUST_02817,2023-10-03,Beauty & Health,18.05,1,0.0,18.05,Paid Ads,Mobile,Credit Card,Northeast,False
TXN_005359,CUST_00949,2023-10-03,Sports & Outdoor,161.43,4,0.1,581.15,Organic Search,Mobile,Credit Card,West,False
TXN_002553,CUST_01442,2023-10-03,Home & Kitchen,34.08,1,0.0,34.08,Direct,Desktop,Debit Card,Southeast,False
TXN_008566,CUST_02517,2023-10-03,Home & Kitchen,165.84,1,0.0,165.84,Social Media,Desktop,Debit Card,Northeast,False
TXN_005480,CUST_00994,2023-10-04,Beauty & Health,74.53,1,0.15,63.35,Email,Mobile,Credit Card,West,False
TXN_001226,CUST_00281,2023-10-04,Beauty & Health,10.13,1,0.1,9.12,Organic Search,Mobile,Credit Card,Northeast,False
TXN_001342,CUST_00053,2023-10-04,Toys & Games,33.71,2,0.1,60.68,Email,Desktop,PayPal,West,False
TXN_008507,CUST_01560,2023-10-04,Books & Media,27.28,1,0.05,25.92,Social Media,Mobile,Credit Card,Southwest,False
TXN_006682,CUST_00545,2023-10-04,Electronics,403.95,2,0.0,807.9,Paid Ads,Mobile,Credit Card,Northeast,False
TXN_001259,CUST_01255,2023-10-04,Books & Media,8.06,3,0.1,21.76,Paid Ads,Mobile,Credit Card,Southwest,True
TXN_000829,CUST_01635,2023-10-04,Sports & Outdoor,119.63,1,0.05,113.65,Organic Search,Mobile,Debit Card,Midwest,False
TXN_003404,CUST_01931,2023-10-04,Beauty & Health,20.71,1,0.0,20.71,Paid Ads,Mobile,Debit Card,Midwest,False
TXN_005045,CUST_00578,2023-10-04,Sports & Outdoor,78.15,1,0.15,66.43,Organic Search,Mobile,Credit Card,Midwest,False
TXN_008955,CUST_01585,2023-10-04,Electronics,224.34,2,0.05,426.25,Organic Search,Desktop,Debit Card,Southeast,False
TXN_011521,CUST_01526,2023-10-04,Books & Media,31.0,1,0.0,31.0,Email,Desktop,Credit Card,Northeast,False
TXN_010492,CUST_02246,2023-10-04,Electronics,84.12,1,0.05,79.91,Social Media,Mobile,Credit Card,Northeast,False
TXN_000409,CUST_00446,2023-10-04,Beauty & Health,51.55,3,0.05,146.92,Organic Search,Desktop,Credit Card,Northeast,False
TXN_000730,CUST_01329,2023-10-04,Clothing,44.37,3,0.05,126.45,Social Media,Desktop,Apple Pay,Midwest,False
TXN_003284,CUST_01725,2023-10-04,Electronics,345.02,2,0.05,655.54,Social Media,Mobile,Credit Card,Northeast,False
TXN_011840,CUST_00439,2023-10-04,Beauty & Health,50.26,1,0.0,50.26,Organic Search,Desktop,Credit Card,Southeast,False
TXN_010331,CUST_01357,2023-10-04,Clothing,101.86,1,0.1,91.67,Organic Search,Tablet,Credit Card,West,False
TXN_004099,CUST_00786,2023-10-04,Electronics,104.82,2,0.0,209.64,Email,Desktop,Credit Card,Southwest,False
TXN_000604,CUST_00914,2023-10-05,Clothing,35.39,1,0.0,35.39,Direct,Desktop,Credit Card,Northeast,False
TXN_011951,CUST_01984,2023-10-05,Home & Kitchen,54.88,2,0.1,98.78,Social Media,Mobile,Debit Card,Southwest,False
TXN_005723,CUST_01182,2023-10-05,Home & Kitchen,184.72,2,0.0,369.44,Email,Mobile,Credit Card,Northeast,False
TXN_002687,CUST_01214,2023-10-05,Electronics,434.56,1,0.15,369.38,Email,Mobile,PayPal,West,False
TXN_005028,CUST_02265,2023-10-05,Electronics,403.92,2,0.0,807.84,Organic Search,Tablet,PayPal,Southeast,False
TXN_006207,CUST_01201,2023-10-05,Clothing,144.0,2,0.0,288.0,Email,Desktop,Apple Pay,Northeast,False
TXN_000358,CUST_03097,2023-10-05,Home & Kitchen,48.18,2,0.15,81.91,Organic Search,Tablet,Credit Card,Southeast,False
TXN_000352,CUST_02535,2023-10-05,Clothing,90.74,1,0.1,81.67,Direct,Mobile,Debit Card,West,False
TXN_008074,CUST_01733,2023-10-05,Electronics,321.92,1,0.15,273.63,Paid Ads,Tablet,Debit Card,Southwest,True
TXN_008354,CUST_01044,2023-10-05,Toys & Games,69.98,1,0.0,69.98,Organic Search,Mobile,Credit Card,Midwest,False
TXN_004730,CUST_02711,2023-10-05,Clothing,138.34,5,0.05,657.12,Paid Ads,Mobile,Credit Card,Southeast,False
TXN_011874,CUST_02296,2023-10-05,Electronics,164.23,1,0.0,164.23,Email,Tablet,Apple Pay,Southeast,True
TXN_010676,CUST_00999,2023-10-05,Home & Kitchen,166.53,1,0.0,166.53,Social Media,Mobile,Credit Card,Midwest,False
TXN_003908,CUST_01554,2023-10-05,Home & Kitchen,133.04,1,0.2,106.43,Direct,Mobile,Debit Card,Midwest,True
TXN_011036,CUST_02107,2023-10-05,Beauty & Health,15.7,1,0.0,15.7,Paid Ads,Mobile,Debit Card,Midwest,False
TXN_002156,CUST_02245,2023-10-05,Electronics,346.26,1,0.05,328.95,Paid Ads,Mobile,Credit Card,Northeast,False
TXN_000280,CUST_00355,2023-10-06,Electronics,311.16,3,0.0,933.48,Social Media,Desktop,Credit Card,Northeast,False
TXN_011979,CUST_01672,2023-10-06,Clothing,141.88,1,0.15,120.6,Organic Search,Mobile,Credit Card,Northeast,False
TXN_010747,CUST_03164,2023-10-06,Sports & Outdoor,41.05,2,0.0,82.1,Social Media,Mobile,Debit Card,Midwest,False
TXN_011923,CUST_00903,2023-10-06,Electronics,422.21,2,0.0,844.42,Organic Search,Mobile,Debit Card,Midwest,False
TXN_003235,CUST_00148,2023-10-06,Books & Media,35.13,2,0.05,66.75,Email,Mobile,Credit Card,Northeast,False
TXN_001150,CUST_00267,2023-10-06,Electronics,401.35,2,0.0,802.7,Social Media,Mobile,Apple Pay,Midwest,False
TXN_005767,CUST_02495,2023-10-06,Home & Kitchen,193.13,2,0.0,386.26,Organic Search,Mobile,Credit Card,West,False
TXN_004624,CUST_00472,2023-10-06,Beauty & Health,16.78,2,0.1,30.2,Email,Mobile,Credit Card,Northeast,False
TXN_005899,CUST_00793,2023-10-06,Toys & Games,25.44,1,0.05,24.17,Direct,Desktop,PayPal,West,False
TXN_009982,CUST_02248,2023-10-06,Clothing,54.37,1,0.1,48.93,Organic Search,Desktop,PayPal,West,False
TXN_002573,CUST_00821,2023-10-07,Clothing,66.33,1,0.05,63.01,Organic Search,Tablet,Debit Card,Southeast,False
TXN_000772,CUST_03197,2023-10-07,Clothing,85.99,1,0.0,85.99,Social Media,Mobile,Credit Card,Midwest,False
TXN_001387,CUST_02535,2023-10-07,Clothing,58.71,2,0.0,117.42,Social Media,Mobile,Debit Card,West,False
TXN_003975,CUST_02150,2023-10-07,Electronics,71.54,2,0.0,143.08,Direct,Desktop,Credit Card,West,False
TXN_007944,CUST_02461,2023-10-07,Home & Kitchen,73.11,3,0.05,208.36,Paid Ads,Mobile,PayPal,Northeast,False
TXN_006968,CUST_01153,2023-10-07,Electronics,128.03,1,0.05,121.63,Social Media,Mobile,Credit Card,Southeast,False
TXN_004500,CUST_02674,2023-10-07,Books & Media,21.15,4,0.0,84.6,Social Media,Tablet,Credit Card,West,True
TXN_008350,CUST_00367,2023-10-07,Toys & Games,49.46,1,0.1,44.51,Social Media,Desktop,Credit Card,Midwest,False
TXN_002697,CUST_02150,2023-10-07,Books & Media,30.33,1,0.1,27.3,Social Media,Mobile,Debit Card,West,True
TXN_009515,CUST_02074,2023-10-08,Electronics,419.95,1,0.2,335.96,Social Media,Mobile,Credit Card,West,False
TXN_002791,CUST_00576,2023-10-08,Electronics,89.65,3,0.15,228.61,Paid Ads,Mobile,Apple Pay,Southwest,True
TXN_007549,CUST_01477,2023-10-08,Home & Kitchen,182.96,2,0.1,329.33,Paid Ads,Mobile,PayPal,Northeast,False
TXN_005936,CUST_00332,2023-10-08,Clothing,90.42,1,0.0,90.42,Organic Search,Mobile,Apple Pay,West,False
TXN_003806,CUST_00838,2023-10-08,Electronics,366.12,1,0.0,366.12,Email,Desktop,PayPal,West,False
TXN_001268,CUST_03142,2023-10-08,Sports & Outdoor,193.42,1,0.05,183.75,Paid Ads,Desktop,Credit Card,West,True
TXN_005717,CUST_02050,2023-10-08,Clothing,41.29,1,0.05,39.23,Social Media,Mobile,Credit Card,Midwest,False
TXN_011727,CUST_00486,2023-10-08,Clothing,74.04,3,0.0,222.12,Paid Ads,Desktop,Credit Card,Midwest,False
TXN_004883,CUST_02171,2023-10-08,Clothing,96.88,3,0.0,290.64,Social Media,Mobile,PayPal,Southeast,True
TXN_000952,CUST_03100,2023-10-08,Electronics,386.75,4,0.0,1547.0,Social Media,Desktop,Credit Card,Southeast,False
TXN_006234,CUST_01061,2023-10-08,Electronics,282.86,2,0.0,565.72,Email,Mobile,Credit Card,Northeast,False
TXN_010697,CUST_02956,2023-10-08,Clothing,112.11,2,0.15,190.59,Social Media,Desktop,Debit Card,Northeast,False
TXN_003942,CUST_02464,2023-10-09,Clothing,110.21,2,0.1,198.38,Paid Ads,Desktop,Credit Card,Midwest,False
TXN_006971,CUST_01485,2023-10-09,Beauty & Health,49.3,1,0.05,46.83,Social Media,Mobile,Credit Card,West,False
TXN_012210,CUST_00417,2023-10-09,Home & Kitchen,185.88,1,0.1,167.29,Organic Search,Tablet,Credit Card,Midwest,False
TXN_006600,CUST_01032,2023-10-09,Clothing,99.86,2,0.05,189.73,Paid Ads,Mobile,Debit Card,Midwest,False
TXN_000068,CUST_01606,2023-10-09,Home & Kitchen,177.32,1,0.0,177.32,Paid Ads,Desktop,PayPal,Midwest,False
TXN_000075,CUST_00246,2023-10-09,Home & Kitchen,134.24,4,0.0,536.96,Organic Search,Mobile,Apple Pay,West,False
TXN_005196,CUST_00406,2023-10-09,Home & Kitchen,70.15,5,0.1,315.68,Social Media,Desktop,PayPal,Northeast,True
TXN_008771,CUST_03056,2023-10-09,Books & Media,37.57,1,0.1,33.81,Direct,Desktop,PayPal,Midwest,False
TXN_010817,CUST_01882,2023-10-09,Electronics,65.11,4,0.1,234.4,Organic Search,Mobile,Credit Card,Northeast,False
TXN_010171,CUST_00238,2023-10-09,Sports & Outdoor,212.04,1,0.0,212.04,Social Media,Mobile,Credit Card,Midwest,True
TXN_004350,CUST_03197,2023-10-09,Clothing,81.63,1,0.1,73.47,Direct,Mobile,Credit Card,Midwest,False
TXN_002187,CUST_00432,2023-10-09,Clothing,107.56,2,0.05,204.36,Social Media,Mobile,PayPal,Northeast,False
TXN_002418,CUST_01873,2023-10-09,Electronics,327.34,1,0.0,327.34,Organic Search,Mobile,Credit Card,Midwest,False
TXN_011739,CUST_02734,2023-10-09,Home & Kitchen,133.62,3,0.15,340.73,Organic Search,Desktop,Credit Card,Southwest,False
