customer_id,loyalty_segment,region,signup_date
CUST_00614,One-time,West,2023-10-05
CUST_00615,Loyal,Southeast,2023-11-22
CUST_00616,Loyal,Midwest,2023-08-30
CUST_00617,One-time,Southeast,2023-05-10
CUST_00618,One-time,West,2023-12-16
CUST_00619,Loyal,West,2023-07-13
CUST_00620,Occasional,Midwest,2023-02-01
CUST_00621,One-time,Southeast,2023-04-16
CUST_00622,One-time,Southeast,2023-07-23
CUST_00623,One-time,West,2023-01-01
CUST_00624,Occasional,Southeast,2023-09-02
CUST_00625,Occasional,Northeast,2023-03-13
CUST_00626,One-time,Northeast,2023-11-02
CUST_00627,Occasional,Midwest,2023-01-15
CUST_00628,Occasional,Midwest,2023-02-22
CUST_00629,One-time,West,2023-01-08
CUST_00630,One-time,Southeast,2023-11-26
CUST_00631,Occasional,Southeast,2023-02-15
CUST_00632,Loyal,West,2023-11-21
CUST_00633,Occasional,West,2023-04-24
CUST_00634,Occasional,Southeast,2023-05-27
CUST_00635,One-time,Midwest,2023-06-15
CUST_00636,One-time,Southeast,2023-05-19
CUST_00637,Occasional,Southwest,2023-04-27
CUST_00638,One-time,Northeast,2023-10-26
CUST_00639,One-time,Southwest,2023-10-03
CUST_00640,One-time,West,2023-10-04
CUST_00641,One-time,Midwest,2023-12-04
CUST_00642,One-time,Northeast,2023-11-09
CUST_00643,One-time,Midwest,2023-06-27
CUST_00644,One-time,Southeast,2023-11-26
CUST_00645,One-time,Northeast,2023-12-20
CUST_00646,Loyal,West,2023-06-03
CUST_00647,Occasional,Southwest,2023-07-20
CUST_00648,Occasional,Midwest,2023-04-25
CUST_00649,Occasional,West,2023-06-08
CUST_00650,Occasional,Northeast,2023-02-11
CUST_00651,One-time,Southeast,2023-09-04
CUST_00652,Occasional,Northeast,2023-03-09
CUST_00653,Occasional,West,2023-11-22
CUST_00654,Occasional,Southwest,2023-11-30
CUST_00655,One-time,West,2023-07-15
CUST_00656,One-time,Northeast,2023-03-31
CUST_00657,One-time,Southeast,2023-04-21
CUST_00658,One-time,Midwest,2023-12-25
CUST_00659,Occasional,Southeast,2023-05-25
CUST_00660,Occasional,West,2023-10-02
CUST_00661,One-time,West,2023-06-28
CUST_00662,Loyal,West,2023-08-29
CUST_00663,Occasional,Southeast,2023-11-22
CUST_00664,One-time,Southeast,2023-11-15
CUST_00665,One-time,Northeast,2023-11-27
CUST_00666,One-time,Southeast,2023-06-02
CUST_00667,One-time,Southeast,2023-04-14
CUST_00668,One-time,West,2023-03-16
CUST_00669,One-time,West,2023-05-08
CUST_00670,One-time,Northeast,2023-07-18
CUST_00671,One-time,Southeast,2023-06-03
CUST_00672,Loyal,Northeast,2023-02-25
CUST_00673,One-time,Northeast,2023-10-05
CUST_00674,Occasional,West,2023-12-11
CUST_00675,One-time,Northeast,2023-01-19
CUST_00676,Loyal,Southeast,2023-06-08
CUST_00677,One-time,Northeast,2023-01-26
CUST_00678,One-time,Southwest,2023-06-18
CUST_00679,Loyal,Midwest,2023-01-23
CUST_00680,Loyal,Southeast,2023-02-16
CUST_00681,Loyal,Midwest,2023-01-13
CUST_00682,One-time,West,2023-08-05
CUST_00683,One-time,Southwest,2023-11-18
CUST_00684,Occasional,Southeast,2023-07-13
CUST_00685,Loyal,Southwest,2023-05-24
CUST_00686,Occasional,Southwest,2023-03-14
CUST_00687,Occasional,Southwest,2023-06-05
CUST_00688,One-time,West,2023-03-18
CUST_00689,Occasional,West,2023-06-18
CUST_00690,One-time,Southeast,2023-10-14
CUST_00691,One-time,West,2023-03-26
CUST_00692,One-time,Midwest,2023-07-01
CUST_00693,Occasional,West,2023-11-11
CUST_00694,One-time,Midwest,2023-10-24
CUST_00695,One-time,West,2023-04-22
CUST_00696,Occasional,West,2023-08-18
CUST_00697,One-time,Northeast,2023-04-06
CUST_00698,Occasional,West,2023-06-17
CUST_00699,One-time,Midwest,2023-06-05
CUST_00700,Occasional,West,2023-04-15
CUST_00701,Occasional,Midwest,2023-07-12
CUST_00702,One-time,Southeast,2023-11-26
CUST_00703,One-time,Southwest,2023-05-12
CUST_00704,One-time,Southeast,2023-12-21
CUST_00705,One-time,West,2023-05-18
CUST_00706,Loyal,Midwest,2023-11-27
CUST_00707,One-time,Midwest,2023-09-27
CUST_00708,Loyal,Southeast,2023-02-07
CUST_00709,One-time,Midwest,2023-02-14
CUST_00710,Occasional,Southeast,2023-06-12
CUST_00711,Occasional,Northeast,2023-11-27
CUST_00712,Occasional,Southeast,2023-09-10
CUST_00713,Occasional,Northeast,2023-06-18
CUST_00714,One-time,Southwest,2023-10-12
CUST_00715,One-time,Southwest,2023-10-01
CUST_00716,Loyal,Southeast,2023-01-20
CUST_00717,Loyal,West,2023-08-27
CUST_00718,Loyal,Southeast,2023-09-27
CUST_00719,One-time,West,2023-11-06
CUST_00720,Occasional,West,2023-01-31
CUST_00721,Loyal,Southwest,2023-11-10
CUST_00722,One-time,Southeast,2023-04-14
CUST_00723,One-time,West,2023-06-19
CUST_00724,Occasional,Southeast,2023-07-05
CUST_00725,Occasional,Southwest,2023-05-08
CUST_00726,Loyal,Northeast,2023-07-29
CUST_00727,One-time,West,2023-10-08
CUST_00728,Occasional,West,2023-09-10
CUST_00729,One-time,West,2023-01-19
CUST_00730,One-time,Northeast,2023-07-19
CUST_00731,One-time,Southwest,2023-08-08
CUST_00732,Loyal,Northeast,2023-05-16
CUST_00733,Occasional,West,2023-08-11
CUST_00734,Occasional,Southeast,2023-01-03
CUST_00735,One-time,Southeast,2023-08-24
CUST_00736,Loyal,Midwest,2023-12-08
CUST_00737,One-time,Southeast,2023-08-16
CUST_00738,Loyal,Northeast,2023-05-22
CUST_00739,One-time,Northeast,2023-01-09
CUST_00740,One-time,Southeast,2023-07-09
CUST_00741,Occasional,West,2023-12-16
CUST_00742,One-time,Southwest,2023-06-14
CUST_00743,Occasional,Northeast,2023-05-19
CUST_00744,Occasional,Southeast,2023-10-03
CUST_00745,One-time,Northeast,2023-10-18
CUST_00746,Loyal,Northeast,2023-02-22
CUST_00747,One-time,West,2023-06-24
CUST_00748,Occasional,West,2023-04-20
CUST_00749,Loyal,Northeast,2023-07-22
CUST_00750,Occasional,Southeast,2023-05-16
CUST_00751,One-time,Northeast,2023-01-04
CUST_00752,Loyal,West,2023-06-04
CUST_00753,Occasional,Southwest,2023-06-21
CUST_00754,One-time,Northeast,2023-12-24
CUST_00755,One-time,Southeast,2023-02-16
CUST_00756,Occasional,Southwest,2023-04-04
CUST_00757,Occasional,Southwest,2023-02-17
CUST_00758,Occasional,Southeast,2023-08-28
CUST_00759,Loyal,Northeast,2023-12-13
CUST_00760,Occasional,Northeast,2023-08-01
CUST_00761,One-time,Midwest,2023-12-06
CUST_00762,One-time,Southeast,2023-11-20
CUST_00763,One-time,Northeast,2023-05-19
CUST_00764,Occasional,Midwest,2023-07-24
CUST_00765,One-time,Northeast,2023-03-14
CUST_00766,Occasional,West,2023-01-04
CUST_00767,Occasional,Southeast,2023-03-17
CUST_00768,Loyal,Northeast,2023-11-25
CUST_00769,One-time,Midwest,2023-03-18
CUST_00770,Loyal,Southeast,2023-10-31
CUST_00771,One-time,Southwest,2023-09-13
CUST_00772,Loyal,Midwest,2023-04-12
CUST_00773,One-time,Southeast,2023-04-16
CUST_00774,One-time,West,2023-11-29
CUST_00775,Occasional,Southeast,2023-02-08
CUST_00776,One-time,Southwest,2023-11-10
CUST_00777,One-time,Southeast,2023-10-02
CUST_00778,Occasional,Midwest,2023-03-29
CUST_00779,Occasional,Northeast,2023-07-30
CUST_00780,Occasional,Midwest,2023-03-18
CUST_00781,Occasional,West,2023-03-18
CUST_00782,Occasional,West,2023-01-28
CUST_00783,One-time,Southeast,2023-09-02
CUST_00784,One-time,Southeast,2023-03-07
CUST_00785,One-time,West,2023-09-23
CUST_00786,Loyal,Southwest,2023-07-24
CUST_00787,Occasional,Northeast,2023-02-27
CUST_00788,One-time,Midwest,2023-07-20
CUST_00789,Occasional,Southeast,2023-08-13
CUST_00790,Loyal,Southwest,2023-05-22
CUST_00791,One-time,Northeast,2023-03-25
CUST_00792,Occasional,Northeast,2023-05-23
CUST_00793,Occasional,West,2023-12-18
CUST_00794,Occasional,Northeast,2023-02-02
CUST_00795,One-time,Midwest,2023-06-01
CUST_00796,Loyal,Midwest,2023-06-07
CUST_00797,Loyal,Southeast,2023-05-21
CUST_00798,Occasional,Southeast,2023-09-08
CUST_00799,Occasional,Midwest,2023-10-30
CUST_00800,Loyal,Northeast,2023-04-22
CUST_00801,Occasional,Midwest,2023-05-24
CUST_00802,One-time,West,2023-07-28
CUST_00803,Occasional,West,2023-08-12
CUST_00804,Occasional,Northeast,2023-02-12
CUST_00805,One-time,Northeast,2023-09-21
CUST_00806,Occasional,Southeast,2023-09-01
CUST_00807,Loyal,Southeast,2023-01-03
CUST_00808,Loyal,Southeast,2023-05-05
CUST_00809,Occasional,West,2023-09-25
CUST_00810,One-time,Northeast,2023-03-25
CUST_00811,Loyal,Northeast,2023-01-16
CUST_00812,Loyal,Southeast,2023-11-30
CUST_00813,One-time,West,2023-02-28
CUST_00814,Loyal,Northeast,2023-06-26
CUST_00815,Loyal,West,2023-03-04
CUST_00816,Occasional,Southeast,2023-02-18
CUST_00817,Occasional,Southwest,2023-11-03
CUST_00818,One-time,Southwest,2023-09-03
CUST_00819,One-time,Southeast,2023-10-16
CUST_00820,One-time,Southeast,2023-10-13
CUST_00821,Loyal,Southeast,2023-11-28
CUST_00822,One-time,Southeast,2023-01-15
CUST_00823,One-time,West,2023-12-04
CUST_00824,One-time,West,2023-09-12
CUST_00825,Occasional,West,2023-04-02
CUST_00826,Loyal,West,2023-10-06
CUST_00827,One-time,Southeast,2023-07-25
CUST_00828,One-time,Northeast,2023-04-04
CUST_00829,Occasional,West,2023-08-13
CUST_00830,Occasional,Southeast,2023-10-28
CUST_00831,One-time,West,2023-11-14
CUST_00832,Occasional,Southeast,2023-07-18
CUST_00833,One-time,Northeast,2023-09-28
CUST_00834,One-time,Southwest,2023-08-22
CUST_00835,Occasional,Northeast,2023-02-15
CUST_00836,One-time,Southwest,2023-03-05
CUST_00837,Loyal,Southwest,2023-08-18
CUST_00838,One-time,West,2023-09-06
CUST_00839,Occasional,West,2023-09-03
CUST_00840,Occasional,Midwest,2023-03-16
CUST_00841,One-time,Southwest,2023-06-06
CUST_00842,Occasional,Southeast,2023-08-11
CUST_00843,One-time,Midwest,2023-07-09
CUST_00844,Loyal,West,2023-02-21
CUST_00845,One-time,Southeast,2023-03-29
CUST_00846,One-time,Midwest,2023-11-09
CUST_00847,One-time,Southeast,2023-12-05
CUST_00848,Loyal,Midwest,2023-03-07
CUST_00849,Occasional,Southwest,2023-05-30
CUST_00850,Occasional,Northeast,2023-01-20
CUST_00851,One-time,Southwest,2023-02-02
CUST_00852,Occasional,West,2023-11-24
CUST_00853,One-time,West,2023-10-08
CUST_00854,Loyal,Midwest,2023-02-15
CUST_00855,One-time,West,2023-03-14
CUST_00856,One-time,Northeast,2023-12-20
CUST_00857,One-time,West,2023-11-09
CUST_00858,Occasional,Northeast,2023-12-09
CUST_00859,Occasional,Southwest,2023-05-13
CUST_00860,One-time,Southwest,2023-02-24
CUST_00861,Occasional,Southeast,2023-03-02
CUST_00862,Occasional,Northeast,2023-12-11
CUST_00863,Occasional,West,2023-01-08
CUST_00864,One-time,Southeast,2023-09-29
CUST_00865,One-time,Southwest,2023-09-03
CUST_00866,Occasional,Northeast,2023-06-25
CUST_00867,One-time,Northeast,2023-04-26
CUST_00868,One-time,Southwest,2023-11-13
CUST_00869,Loyal,West,2023-09-28
CUST_00870,Loyal,West,2023-07-12
CUST_00871,One-time,Southeast,2023-05-30
CUST_00872,One-time,West,2023-05-11
CUST_00873,Occasional,Midwest,2023-04-12
CUST_00874,One-time,West,2023-11-06
CUST_00875,One-time,West,2023-09-27
CUST_00876,One-time,Midwest,2023-10-19
CUST_00877,Occasional,Midwest,2023-07-29
CUST_00878,Occasional,Southeast,2023-12-27
CUST_00879,One-time,West,2023-12-04
CUST_00880,One-time,Southeast,2023-03-08
CUST_00881,One-time,West,2023-01-10
CUST_00882,Occasional,Southeast,2023-02-18
CUST_00883,One-time,West,2023-04-21
CUST_00884,One-time,West,2023-11-17
CUST_00885,Occasional,Northeast,2023-08-07
CUST_00886,One-time,Northeast,2023-02-26
CUST_00887,Occasional,Northeast,2023-10-10
CUST_00888,One-time,West,2023-04-23
CUST_00889,One-time,West,2023-05-13
CUST_00890,One-time,Northeast,2023-03-12
CUST_00891,Occasional,West,2023-03-24
CUST_00892,Loyal,Southeast,2023-02-26
CUST_00893,Loyal,Midwest,2023-12-15
CUST_00894,One-time,Southwest,2023-09-28
CUST_00895,Occasional,Southeast,2023-04-21
CUST_00896,One-time,Midwest,2023-12-23
CUST_00897,One-time,Northeast,2023-03-17
CUST_00898,Loyal,Northeast,2023-06-07
CUST_00899,One-time,Southeast,2023-01-20
CUST_00900,One-time,Northeast,2023-05-11
CUST_00901,One-time,West,2023-11-25
CUST_00902,One-time,Midwest,2023-05-02
CUST_00903,One-time,Midwest,2023-02-10
CUST_00904,Occasional,Northeast,2023-06-16
CUST_00905,One-time,Southeast,2023-05-10
CUST_00906,Loyal,West,2023-01-23
CUST_00907,Loyal,Southwest,2023-10-06
CUST_00908,One-time,Northeast,2023-09-08
CUST_00909,One-time,Southwest,2023-01-09
CUST_00910,One-time,Midwest,2023-01-13
CUST_00911,Occasional,Midwest,2023-11-03
CUST_00912,One-time,Midwest,2023-11-16
CUST_00913,Occasional,Northeast,2023-02-21
CUST_00914,One-time,Northeast,2023-07-28
CUST_00915,Occasional,West,2023-02-07
CUST_00916,One-time,Southeast,2023-04-10
CUST_00917,One-time,Southwest,2023-07-12
CUST_00918,Loyal,Southeast,2023-07-10
CUST_00919,Occasional,Northeast,2023-02-20
CUST_00920,One-time,West,2023-05-21
CUST_00921,Loyal,Southeast,2023-06-17
CUST_00922,Occasional,Midwest,2023-11-07
CUST_00923,Loyal,West,2023-04-19
CUST_00924,Occasional,Southwest,2023-07-26
CUST_00925,One-time,West,2023-10-27
CUST_00926,One-time,West,2023-04-20
CUST_00927,One-time,West,2023-07-15
CUST_00928,Occasional,Southwest,2023-06-01
CUST_00929,Occasional,Southeast,2023-08-31
CUST_00930,One-time,Northeast,2023-05-08
CUST_00931,One-time,Southeast,2023-04-15
CUST_00932,Loyal,Northeast,2023-01-10
CUST_00933,Loyal,West,2023-12-22
CUST_00934,Occasional,West,2023-05-28
CUST_00935,One-time,Midwest,2023-12-31
CUST_00936,One-time,Northeast,2023-12-30
CUST_00937,One-time,West,2023-05-20
CUST_00938,Loyal,Southeast,2023-07-09
CUST_00939,One-time,West,2023-04-04
CUST_00940,Occasional,Midwest,2023-08-17
CUST_00941,One-time,Southeast,2023-03-04
CUST_00942,Occasional,Northeast,2023-12-06
CUST_00943,Occasional,Northeast,2023-01-25
CUST_00944,Loyal,West,2023-09-25
CUST_00945,One-time,Southwest,2023-10-08
CUST_00946,One-time,West,2023-01-11
CUST_00947,One-time,Northeast,2023-11-16
CUST_00948,Loyal,Southeast,2023-07-20
CUST_00949,Loyal,West,2023-05-06
CUST_00950,Occasional,West,2023-11-02
CUST_00951,Occasional,Northeast,2023-07-09
CUST_00952,Occasional,Northeast,2023-03-30
CUST_00953,One-time,West,2023-12-21
CUST_00954,Loyal,Southeast,2023-04-26
CUST_00955,One-time,Southeast,2023-12-18
CUST_00956,One-time,Northeast,2023-06-26
CUST_00957,Occasional,Midwest,2023-01-14
CUST_00958,One-time,Southwest,2023-09-14
CUST_00959,One-time,Southwest,2023-07-28
CUST_00960,Occasional,Midwest,2023-10-08
CUST_00961,One-time,Midwest,2023-11-24
CUST_00962,Occasional,Northeast,2023-11-21
CUST_00963,One-time,Midwest,2023-04-15
CUST_00964,One-time,Southeast,2023-05-27
CUST_00965,One-time,West,2023-10-06
CUST_00966,One-time,Southeast,2023-01-09
CUST_00967,Occasional,Southeast,2023-04-28
CUST_00968,One-time,Northeast,2023-04-04
CUST_00969,Occasional,Southeast,2023-05-24
CUST_00970,Occasional,Northeast,2023-10-16
CUST_00971,Occasional,Northeast,2023-01-14
CUST_00972,Loyal,Southwest,2023-09-14
CUST_00973,Occasional,Midwest,2023-12-12
CUST_00974,One-time,Midwest,2023-07-05
CUST_00975,One-time,Southwest,2023-12-11
CUST_00976,One-time,Southwest,2023-07-26
CUST_00977,Occasional,Midwest,2023-12-12
CUST_00978,One-time,West,2023-06-21
CUST_00979,Occasional,Southeast,2023-09-27
CUST_00980,Occasional,Southeast,2023-08-09
CUST_00981,One-time,Southeast,2023-06-01
CUST_00982,Occasional,West,2023-04-21
CUST_00983,One-time,West,2023-07-02
CUST_00984,One-time,Southeast,2023-12-05
CUST_00985,Occasional,Northeast,2023-03-13
CUST_00986,Occasional,West,2023-10-10
CUST_00987,Occasional,Northeast,2023-03-15
CUST_00988,One-time,Midwest,2023-12-21
CUST_00989,One-time,West,2023-08-03
CUST_00990,Loyal,West,2023-11-24
CUST_00991,Occasional,West,2023-01-23
CUST_00992,Occasional,Southwest,2023-03-09
CUST_00993,One-time,Midwest,2023-12-28
CUST_00994,Occasional,West,2023-04-03
CUST_00995,One-time,West,2023-11-17
CUST_00996,One-time,Northeast,2023-11-20
CUST_00997,Loyal,Northeast,2023-03-04
CUST_00998,One-time,Southeast,2023-08-12
CUST_00999,Loyal,Midwest,2023-08-13
CUST_01000,One-time,West,2023-12-12
CUST_01001,One-time,West,2023-12-03
CUST_01002,Occasional,Northeast,2023-04-13
CUST_01003,Loyal,Northeast,2023-08-03
CUST_01004,Occasional,Southwest,2023-07-11
CUST_01005,Loyal,Northeast,2023-06-09
CUST_01006,Occasional,Midwest,2023-07-26
CUST_01007,Occasional,Midwest,2023-09-26
CUST_01008,Loyal,Midwest,2023-07-13
CUST_01009,One-time,Northeast,2023-06-01
CUST_01010,Occasional,Northeast,2023-08-25
CUST_01011,One-time,Northeast,2023-03-29
CUST_01012,Loyal,Midwest,2023-01-11
CUST_01013,Loyal,Midwest,2023-07-06
CUST_01014,One-time,Southeast,2023-08-02
CUST_01015,Occasional,West,2023-01-15
CUST_01016,Loyal,West,2023-09-23
CUST_01017,One-time,Northeast,2023-10-24
CUST_01018,Occasional,Midwest,2023-03-14
CUST_01019,Loyal,West,2023-02-21
CUST_01020,One-time,Southeast,2023-05-08
CUST_01021,Occasional,Southeast,2023-01-28
CUST_01022,One-time,West,2023-03-06
CUST_01023,Loyal,Southwest,2023-01-17
CUST_01024,Loyal,West,2023-12-17
CUST_01025,Loyal,Midwest,2023-05-18
CUST_01026,Occasional,West,2023-11-15
CUST_01027,Loyal,Southeast,2023-08-17
CUST_01028,Loyal,West,2023-09-11
CUST_01029,One-time,Midwest,2023-07-29
CUST_01030,Loyal,Northeast,2023-10-21
CUST_01031,One-time,West,2023-08-19
CUST_01032,Occasional,Midwest,2023-08-29
CUST_01033,One-time,Southeast,2023-03-11
CUST_01034,One-time,Southwest,2023-04-14
CUST_01035,One-time,Northeast,2023-07-23
CUST_01036,Occasional,Southeast,2023-02-22
CUST_01037,One-time,Northeast,2023-11-26
CUST_01038,Occasional,West,2023-02-23
CUST_01039,One-time,West,2023-10-03
CUST_01040,One-time,Southeast,2023-12-01
CUST_01041,Occasional,West,2023-01-31
CUST_01042,Occasional,Southeast,2023-05-15
CUST_01043,One-time,West,2023-02-27
CUST_01044,Occasional,Midwest,2023-04-15
CUST_01045,Loyal,Southeast,2023-09-23
CUST_01046,Occasional,Southwest,2023-01-10
CUST_01047,One-time,Southeast,2023-09-10
CUST_01048,One-time,Northeast,2023-10-22
CUST_01049,Loyal,Midwest,2023-06-05
CUST_01050,One-time,Southwest,2023-06-07
CUST_01051,Loyal,Southeast,2023-02-06
CUST_01052,Occasional,Northeast,2023-04-29
CUST_01053,Loyal,Southeast,2023-03-08
CUST_01054,Occasional,Midwest,2023-08-30
CUST_01055,Loyal,Northeast,2023-10-26
CUST_01056,One-time,West,2023-08-01
CUST_01057,Occasional,Southwest,2023-11-04
CUST_01058,One-time,Midwest,2023-04-11
CUST_01059,Occasional,Southeast,2023-02-25
CUST_01060,Occasional,Southeast,2023-11-28
CUST_01061,Loyal,Northeast,2023-11-20
CUST_01062,Loyal,Southwest,2023-08-27
CUST_01063,Occasional,Southeast,2023-08-19
CUST_01064,One-time,Southeast,2023-12-28
CUST_01065,One-time,West,2023-04-02
CUST_01066,Occasional,Midwest,2023-10-06
CUST_01067,One-time,West,2023-04-19
CUST_01068,One-time,Northeast,2023-11-13
CUST_01069,One-time,West,2023-06-17
CUST_01070,One-time,Southwest,2023-10-27
CUST_01071,One-time,West,2023-08-06
CUST_01072,One-time,Southwest,2023-08-10
CUST_01073,One-time,Northeast,2023-06-10
CUST_01074,One-time,Midwest,2023-01-16
CUST_01075,Loyal,West,2023-10-05
CUST_01076,One-time,Midwest,2023-02-26
CUST_01077,One-time,Southeast,2023-03-03
CUST_01078,Occasional,Southeast,2023-12-29
CUST_01079,One-time,Northeast,2023-11-23
CUST_01080,Loyal,Southeast,2023-08-30
CUST_01081,Occasional,Northeast,2023-03-31
CUST_01082,One-time,West,2023-03-13
CUST_01083,One-time,Northeast,2023-11-22
CUST_01084,Loyal,Northeast,2023-01-30
CUST_01085,Loyal,Midwest,2023-12-25
CUST_01086,Occasional,Midwest,2023-10-15
CUST_01087,Occasional,Southwest,2023-03-27
CUST_01088,One-time,Midwest,2023-08-22
CUST_01089,Loyal,Southeast,2023-08-23
CUST_01090,One-time,West,2023-11-09
CUST_01091,Loyal,Midwest,2023-12-31
CUST_01092,Occasional,Northeast,2023-09-22
CUST_01093,Occasional,Midwest,2023-10-14
CUST_01094,Occasional,Southwest,2023-11-23
CUST_01095,One-time,Southeast,2023-09-26
CUST_01096,One-time,Southeast,2023-07-05
CUST_01097,One-time,Northeast,2023-05-11
CUST_01098,One-time,Northeast,2023-10-18
CUST_01099,Occasional,Midwest,2023-10-04
CUST_01100,One-time,Midwest,2023-11-16
CUST_01101,One-time,Northeast,2023-12-17
CUST_01102,Loyal,Southwest,2023-06-29
CUST_01103,Loyal,West,2023-10-17
CUST_01104,Loyal,Midwest,2023-06-12
CUST_01105,Loyal,West,2023-09-28
CUST_01106,One-time,Northeast,2023-04-06
CUST_01107,One-time,Midwest,2023-09-19
CUST_01108,Occasional,West,2023-12-31
CUST_01109,Occasional,West,2023-12-19
CUST_01110,One-time,West,2023-10-15
CUST_01111,Loyal,Southeast,2023-03-24
CUST_01112,One-time,Southwest,2023-08-13
CUST_01113,One-time,Northeast,2023-08-11
CUST_01114,Occasional,Southwest,2023-04-28
CUST_01115,Occasional,Southwest,2023-07-11
CUST_01116,Occasional,Northeast,2023-03-20
CUST_01117,One-time,West,2023-03-19
CUST_01118,Loyal,Northeast,2023-05-27
CUST_01119,One-time,Southeast,2023-04-17
CUST_01120,One-time,Midwest,2023-09-28
CUST_01121,Loyal,Midwest,2023-09-01
CUST_01122,Loyal,Southwest,2023-03-14
CUST_01123,Loyal,West,2023-12-23
CUST_01124,Loyal,Midwest,2023-12-20
CUST_01125,Occasional,West,2023-01-26
CUST_01126,Occasional,Southwest,2023-07-29
CUST_01127,One-time,Northeast,2023-04-02
CUST_01128,One-time,Southwest,2023-05-05
CUST_01129,One-time,Northeast,2023-03-14
CUST_01130,One-time,West,2023-05-03
CUST_01131,Occasional,Southeast,2023-11-05
CUST_01132,Occasional,Northeast,2023-07-03
CUST_01133,One-time,Midwest,2023-07-06
CUST_01134,One-time,West,2023-07-17
CUST_01135,Occasional,Southeast,2023-03-19
CUST_01136,One-time,Northeast,2023-12-14
CUST_01137,Loyal,Midwest,2023-07-05
CUST_01138,Occasional,Southwest,2023-12-10
CUST_01139,Occasional,Southeast,2023-09-10
CUST_01140,Occasional,Northeast,2023-01-13
CUST_01141,Loyal,Midwest,2023-10-26
CUST_01142,One-time,Northeast,2023-03-17
CUST_01143,Occasional,West,2023-02-20
CUST_01144,Occasional,West,2023-10-02
CUST_01145,One-time,Midwest,2023-05-29
CUST_01146,Loyal,Southeast,2023-08-07
CUST_01147,Occasional,West,2023-05-02
CUST_01148,Occasional,Midwest,2023-07-30
CUST_01149,Loyal,West,2023-10-07
CUST_01150,Loyal,West,2023-01-26
CUST_01151,Occasional,West,2023-06-22
CUST_01152,Loyal,Midwest,2023-06-05
CUST_01153,Occasional,Southeast,2023-08-26
CUST_01154,Occasional,Southwest,2023-03-23
CUST_01155,Occasional,Midwest,2023-12-22
CUST_01156,Occasional,West,2023-09-30
CUST_01157,One-time,Southeast,2023-03-09
CUST_01158,Loyal,West,2023-02-13
CUST_01159,Loyal,Midwest,2023-03-02
CUST_01160,One-time,Northeast,2023-05-03
CUST_01161,Loyal,Northeast,2023-12-15
CUST_01162,One-time,West,2023-07-15
CUST_01163,One-time,West,2023-11-26
CUST_01164,Occasional,Midwest,2023-11-19
CUST_01165,One-time,Southeast,2023-04-21
CUST_01166,Loyal,West,2023-09-15
CUST_01167,Loyal,Northeast,2023-03-30
CUST_01168,Occasional,Midwest,2023-07-17
CUST_01169,One-time,Northeast,2023-10-09
CUST_01170,One-time,Northeast,2023-07-19
CUST_01171,Occasional,Northeast,2023-04-09
CUST_01172,Loyal,Southeast,2023-01-27
CUST_01173,Occasional,Northeast,2023-03-30
CUST_01174,One-time,Southeast,2023-05-26
CUST_01175,Occasional,Midwest,2023-07-01
CUST_01176,Occasional,Midwest,2023-09-14
CUST_01177,Occasional,Southeast,2023-07-08
CUST_01178,One-time,West,2023-08-28
CUST_01179,Occasional,Northeast,2023-12-25
CUST_01180,Occasional,Midwest,2023-07-15
CUST_01181,Loyal,Northeast,2023-10-24
CUST_01182,One-time,Northeast,2023-06-14
CUST_01183,Occasional,Midwest,2023-11-03
CUST_01184,Loyal,Midwest,2023-09-28
CUST_01185,One-time,Southwest,2023-01-08
CUST_01186,Loyal,Midwest,2023-02-07
CUST_01187,Occasional,Southwest,2023-04-24
CUST_01188,One-time,Northeast,2023-12-05
CUST_01189,One-time,Northeast,2023-02-25
CUST_01190,Occasional,Northeast,2023-12-25
CUST_01191,One-time,Northeast,2023-05-18
CUST_01192,Occasional,Midwest,2023-04-12
CUST_01193,One-time,West,2023-11-30
CUST_01194,Occasional,Northeast,2023-06-26
CUST_01195,One-time,Southwest,2023-06-18
CUST_01196,Loyal,West,2023-12-05
CUST_01197,Loyal,Southeast,2023-10-13
CUST_01198,Loyal,Northeast,2023-09-18
CUST_01199,Occasional,Northeast,2023-08-11
CUST_01200,One-time,Northeast,2023-07-18
CUST_01201,Occasional,Northeast,2023-07-30
CUST_01202,One-time,Midwest,2023-10-14
CUST_01203,One-time,Southeast,2023-06-29
CUST_01204,One-time,Southeast,2023-09-07
CUST_01205,Occasional,Southwest,2023-08-19
CUST_01206,Occasional,West,2023-01-23
CUST_01207,Occasional,Southwest,2023-02-17
CUST_01208,One-time,Northeast,2023-04-19
CUST_01209,One-time,Southeast,2023-10-23
CUST_01210,Loyal,Midwest,2023-01-06
CUST_01211,One-time,Northeast,2023-02-07
CUST_01212,Occasional,Northeast,2023-06-18
CUST_01213,One-time,West,2023-12-22
CUST_01214,Occasional,West,2023-10-10
CUST_01215,Occasional,Southeast,2023-07-22
CUST_01216,One-time,Midwest,2023-11-21
CUST_01217,One-time,Southeast,2023-11-09
CUST_01218,Occasional,Northeast,2023-09-30
CUST_01219,Occasional,Southeast,2023-09-01
CUST_01220,One-time,Northeast,2023-11-23
CUST_01221,Loyal,Northeast,2023-02-16
CUST_01222,One-time,Southwest,2023-09-06
CUST_01223,One-time,Midwest,2023-03-20
CUST_01224,Loyal,West,2023-04-20
CUST_01225,One-time,Southeast,2023-01-13
CUST_01226,Occasional,Southeast,2023-12-31
